Title,ID,Date of release,Genre,Cast,Crew-writers,Crew-director,Plot summary,IMDB Rating,IMDB Votes
Hawaizaada,tt4338154,06 Feb 2015,"Biography, Drama","Naman Jain, Mithun Chakraborty, Kanishka Singh Deo","Saurabh Bhave, Vibhu Puri",Vibhu Puri,"The film which is based on the life on an Indian scientist Shivkar Bapuji Talpade, who is credited to have constructed India's first unmanned plane is the tale of the hardships that he went through on the journey to discover. Also...",5.5,"1,920"
Dil Hai Tumhaara,tt0328998,06 Sep 2002,"Drama, Romance","Rekha, Preity Zinta, Arjun Rampal","Rajkumar Santoshi, Kundan Shah, Subrat Sinha",Kundan Shah,"Raising her two daughters, Saritaji ""Rekha"" fears that history might repeat itself when both of them fall for the same guy.",5.5,"1,878"
Bobby,tt0308055,23 Nov 2006,"Biography, Drama, History","Anthony Hopkins, Demi Moore, Sharon Stone",Emilio Estevez,Emilio Estevez,"The story of the assassination of U.S. Senator Robert F. Kennedy, who was shot in the early morning hours of June 5, 1968 in the Ambassador Hotel in Los Angeles, California, and twenty-two people in the hotel, whose lives were nev...",7.0,"41,944"
Bandhan,tt0273452,02 Oct 1998,"Action, Drama, Romance","Jackie Shroff, Salman Khan, Rambha",Anwar Khan,"K. Muralimohana Rao, Rajesh Malik",A united household is shaken to the core when Raju's (Salman Khan's) brother-in-law marries a prostitute.,4.8,"2,051"
Nishabd,tt0824375,02 Mar 2007,Drama,"Amitabh Bachchan, Jiah Khan, Revathi",Kusum Punjabi,Ram Gopal Varma,"A man, who has been married for 27 years, falls in love with his 18-year-old daughter's friend.",5.4,"1,697"
Waiting,tt4818930,27 May 2016,"Comedy, Drama","Naseeruddin Shah, Kalki Koechlin, Jennifer Antony","Atika Chohan, Anu Menon, James Ruzicka",Anu Menon,"While visiting his comatose wife in the hospital, a serene old professor befriends a vibrant young woman whose husband has also fallen into a coma.",7.2,"1,790"
Tango Charlie,tt0444913,25 Mar 2005,"Action, Adventure, Drama","Ajay Devgn, Bobby Deol, Sanjay Dutt",Mani Shankar,Mani Shankar,"Tarun Chauhan, a rookie army officer undergoes ups and downs in his mission and learns the true meaning of 'war' to overcome his weaknesses.",6.1,"1,995"
Hadh Kar Di Aapne,tt0244528,14 Apr 2000,"Comedy, Romance","Govinda, Rani Mukerji, Johny Lever","Satish Jain, Rajeev Kaul, Anwar Khan",Manoj Agrawal,"Raj, a detective, goes on a Europe trip for his friend's case. During the trip, he falls in love with Anjali, who is impersonating her best friend. Their journey together ensues romance and comic confusion.",5.3,"1,880"
Hotel Salvation,tt5997928,07 Apr 2017,"Comedy, Drama","Adil Hussain, Lalit Behl, Geetanjali Kulkarni","Shubhashish Bhutiani, Asad Hussain",Shubhashish Bhutiani,"Faced with his father's untimely and bizarre demand to go and die in the holy city of Varanasi and attain Salvation, a son is left with no choice but to embark on this journey.",7.0,"2,201"
Ek Ajnabee,tt0457875,09 Dec 2005,"Action, Crime, Drama","Amitabh Bachchan, Arjun Rampal, Perizaad Zorabian","Apoorva Lakhia, Manoj Tyagi",Apoorva Lakhia,"Suryaveer, an ex-army officer, is assigned the task of protecting a young girl, Anamika. When Anamika gets kidnapped, he decides to use all his skills to rescue her.",5.3,"1,675"
Revolver Rani,tt3290688,25 Apr 2014,"Action, Comedy, Crime","Kangana Ranaut, Vir Das, Backagaindancer",Sai Kabir,Sai Kabir,"Alka Singh, the leader of a political party, and her obsessive love for Rohan Mehra, a rising star of Bollywood.",4.6,"1,908"
Delhi Safari,tt1172587,07 Dec 2012,"Animation, Adventure, Comedy","Govinda, Akshaye Khanna, Urmila Matondkar","Nikkhil Advani, Rahul Awate, Girish Dhamija",Nikkhil Advani,A group of animals plan a trip to Delhi in order to ask the parliament why the forest they live in is on the verge of destruction.,5.4,"1,774"
Dil Ka Rishta,tt0330217,17 Jan 2003,"Drama, Musical, Romance","Arjun Rampal, Aishwarya Rai Bachchan, Priyanshu Chatterjee","Shabbir Boxwala, Vrinda Rai, Naeem Sha",Naresh Malhotra,"A man faces a dilemma after he accidentally kills his lover's fiancee and hides this secret from her, not knowing that it may create a rift in their lives.",4.8,"1,736"
Army,tt0115568,28 Jun 1996,"Action, Drama","Sridevi, Shah Rukh Khan, Harish","Anees Bazmee, Sanjeev Duggal",Raam Shetty,"Arjun, an army man, who is newly-wed, is brutally killed by a gangster, Nagraj. His wife, who is determined to avenge her husband, raises an army of dedicated young men to kill the gangster.",4.3,"1,714"
Dum,tt0314006,24 Jan 2003,"Action, Crime, Drama","Vivek Oberoi, Dia Mirza, Atul Kulkarni","Mehran, Eeshwar Nivas, Bunty Soorma",Eeshwar Nivas,"When one of his colleagues becomes corrupted by power and goes over to the dark side, a young police officer tries to bring the offender to justice.",5.6,"1,667"
Jaanam Samjha Karo,tt0226847,02 Apr 1999,"Drama, Romance","Salman Khan, Urmila Matondkar, Jaspal Bhatti",Rajkumar Santoshi,Andaleeb Sultanpuri,"Talented singer and dancer, Chandni's life is dominated by three aunts, and a soft-spoken maternal grandmother. She meets with a womanizer named Rahul, and falls in love with him. Rahul treats her just like any of his other girlfr...",4.7,"1,863"
Alone,tt1322930,07 Nov 2008,"Drama, Romance","Melis Birkan, Cemal Hünal, Yildiz Kültür",Cagan Irmak,Cagan Irmak,"Tells about those people whose lives have been isolated by modern lifestyles; It is also Foods, mothers, old songs and love that this movie is consists of.",6.8,"20,606"
Aa Ab Laut Chalen,tt0149568,22 Jan 1999,"Musical, Romance, Drama","Rajesh Khanna, Akshaye Khanna, Aishwarya Rai Bachchan","Sachin Bhowmick, Rumi Jaffery, Raju Saigal",Rishi Kapoor,Rohan Khanna leaves India hoping for a better life in America.,5.3,"1,751"
Hisss,tt1244093,22 Oct 2010,"Comedy, Drama, Horror","Mallika Sherawat, Irrfan Khan, Jeff Doucette","Jennifer Lynch, Gulfam Khan",Jennifer Lynch,Based on the Far Eastern myth of the snake woman who is able to take on human form.,2.9,"1,789"
Aradhana,tt0065416,27 Sep 1969,"Drama, Musical, Romance","Rajesh Khanna, Sharmila Tagore, Sujit Kumar","Sachin Bhowmick, Ramesh Pant",Shakti Samanta,Arun meets Vandana during a vacation and very soon they secretly get married.Arun is a air force pilot an dies in a crash leaving pregnant Vandana heartbroken.As her marriage was never formalized she decides not to accept the kid ...,7.5,"1,847"
Khushi,tt0258490,04 May 2001,"Drama, Romance","Bhoomika Chawla, Vijay Kumar, Sudhakar","Rajendra Kumar, S.J. Suryah",S.J. Suryah,"While playing matchmaker to a pair of their friends, two young university students begin developing feelings for each other.",8.1,"4,819"
Oh Darling! Yeh Hai India!,tt0258490,04 May 2001,"Drama, Romance","Bhoomika Chawla, Vijay Kumar, Sudhakar","Rajendra Kumar, S.J. Suryah",S.J. Suryah,"While playing matchmaker to a pair of their friends, two young university students begin developing feelings for each other.",8.1,"4,819"
India's Most Wanted,tt8484942,24 May 2019,"Action, Adventure, Thriller","Arjun Kapoor, Sudev Nair, Rajesh Sharma",Raj Kumar Gupta,Raj Kumar Gupta,A group of intelligence officers embark on a top secret mission to track down a wanted international criminal.,4.6,"2,198"
Dus Kahaniyaan,tt0823451,07 Dec 2007,Drama,"Arbaaz Khan, Mandira Bedi, Sudhanshu Pandey","Sanjay Gupta, S. Farhan, Hansal Mehta","Meghna Gulzar, Sanjay Gupta, Apoorva Lakhia","An anthology of ten short films dealing with diverse subjects such as infidelity, companionship, lust and a spectrum of human emotions.",5.7,"1,615"
Ujda Chaman,tt11046300,01 Nov 2019,Comedy,"Sunny Singh Nijjar, Maanvi Gagroo, Karishma Sharma","Danish Singh, Raj B. Shetty",Abhishek Pathak,Chaman Kohli is 30 -year-old bachelor with Premature Balding and in quest of a beautiful wife. Chaman hits rock bottom when an astrologer gives him a deadline to find himself a wife or remain a celibate forever.,6.9,"6,749"
Yaarana,tt0083349,23 Oct 1981,"Action, Comedy, Drama","Amitabh Bachchan, Neetu Singh, Tanuja Samarth","Gyandev Agnihotri, Vijay Kaul, Kader Khan",Rakesh Kumar,"Bishan loses his fortune while helping his friend Kishan in his singing career. Now successful, would Kishan return the favour?",6.9,"1,828"
Ardh Satya,tt0085178,18 Nov 1983,"Crime, Drama","Om Puri, Smita Patil, Amrish Puri","Dilip Chitre, Vasant Dev, D.A. Panvalkar",Govind Nihalani,"A newly appointed police rookie deals with corruption, romance, and brutality.",8.1,"1,712"
Chandni,tt0097045,14 Sep 1989,"Drama, Musical, Romance","Sridevi, Rishi Kapoor, Vinod Khanna","Kamna Chandra, Umesh Kalbagh, Arun Kaul",Yash Chopra,Fate leaves Chandni shattered as her love Rohit disappears from her life. She meets Lalit and they befriend each other until Rohit knocks on her door.,6.7,"1,814"
Horror Story,tt3177332,02 May 2014,Horror,"Karan Kundrra, Nishant Malkani, Hasan Zaidi","Mohan Azaad, Vikram Bhatt, Sukhmani Sadana",Ayush Raina,"Seven youngsters decide to spend a night in an abandoned haunted hotel. What they mistook as merely rumors, dawns on them to be the truth as they realize they are not alone inside.",4.2,"1,897"
The XposÃ©,tt3177332,02 May 2014,Horror,"Karan Kundrra, Nishant Malkani, Hasan Zaidi","Mohan Azaad, Vikram Bhatt, Sukhmani Sadana",Ayush Raina,"Seven youngsters decide to spend a night in an abandoned haunted hotel. What they mistook as merely rumors, dawns on them to be the truth as they realize they are not alone inside.",4.2,"1,897"
Ek Rishtaa: The Bond of Love,tt0284083,18 May 2001,"Drama, Family","Amitabh Bachchan, Rakhee Gulzar, Akshay Kumar","Suneel Darshan, Robin Bhatt, K.K. Singh",Suneel Darshan,"Vijay Kapoor, a wealthy businessman and his family are deceived by Rajesh, Vijay Kapoor's employee and son in law. A struggle begins by both father-son duos to regain their business and position.",5.1,"1,667"
Paathshaala,tt1194236,16 Apr 2010,"Drama, Family","Adil Feroz Khan, Nana Patekar, Shahid Kapoor",Ahmed Khan,Milind Ukey,A new English school-teacher also teaches music but ends up leading both teachers and students to revolt against the school management.,5.0,"1,781"
Love Ke Liye Kuch Bhi Karega,tt0287537,29 Jun 2001,"Comedy, Crime, Romance","Saif Ali Khan, Fardeen Khan, Aftab Shivdasani",Rajnish Thakur,Eeshwar Nivas,"Desperate for money, three men (Saif Ali Khan, Fardeen Khan) plot to kidnap a woman (Sonali Bendre) and hold her for ransom.",6.0,"1,653"
Ankur Arora Murder Case,tt2912578,14 Jun 2013,"Drama, Thriller","Kay Kay Menon, Visshesh Tiwari, Tisca Chopra","Vikram Bhatt, Shagufta Rafique",Sohail Tatari,"A highly reputed doctor makes a small mistake, which costs the life of a kid Ankur Arora. Will he succeed in hiding his mistake or will the mother of the kid get Justice.",6.5,"2,015"
Aashiqui,tt0149573,23 Jul 1990,"Musical, Drama, Romance","Rahul Roy, Anu Agarwal, Avtar Gill","Robin Bhatt, Akash Khurana",Mahesh Bhatt,"Rahul and Anu fall in love with each other, but before they unite, they have their own problems to deal with.",6.2,"1,812"
All Is Well,tt3547616,21 Aug 2015,"Comedy, Drama, Romance","Rishi Kapoor, Abhishek Bachchan, Asin Thottumkal","Umesh Shukla, Sumit Arora, Niren Bhatt",Umesh Shukla,A musician finds himself on the run from a group of thugs with his friend and his estranged parents.,3.5,"1,587"
Hum Aapke Dil Mein Rehte Hain,tt0189592,22 Jan 1999,"Drama, Romance","Anil Kapoor, Kajol, Anupam Kher","Jainendra Jain, Bhupati Raja",Satish Kaushik,"Not knowing what consequences she would face, a woman signs a 1-year marriage contract with a business tycoon to end her family's poverty.",5.5,"1,655"
Aashiq Banaya Aapne,tt0477253,02 Sep 2005,"Drama, Romance, Thriller","Emraan Hashmi, Tanushree Dutta, Sonu Sood",Aditya Datt,Aditya Datt,"An introvert is unable to express his feelings to the girl he loves. His friend proposes to her and she accepts, but leaves him when she discovers he is a flirt; however, destiny has other plans.",4.3,"1,655"
Ziddi,tt0120551,11 Apr 1997,"Action, Drama","Sunny Deol, Raveena Tandon, Anupam Kher","Robin Henry, Dilip Shukla",Guddu Dhanoa,"It is the story of a hot-tempered and stubborn man Deva, who is feared because of his ruthless ways and severe punishment to the local hoodlums. Later, Deva avenges the death of his brother and sister.",5.9,"1,659"
Diljale,tt0286593,20 Sep 1996,"Action, Drama, Romance","Ajay Devgn, Sonali Bendre, Amrish Puri",Karan Razdan,Harry Baweja,A patriotic young man turns into a terrorist to avenge his father's humiliation.,5.8,"1,683"
It's a Wonderful Afterlife,tt1319716,04 May 2021,"Comedy, Drama, Fantasy","Sanjeev Bhaskar, Steve Morphew, Steve Jones","Gurinder Chadha, Paul Mayeda Berges",Gurinder Chadha,A comedy centered on an Indian mother who takes her obsession with marriage into the world of serial murder.,5.3,"1,550"
Zubeidaa,tt0255713,19 Jan 2001,"Biography, Drama, History","Karisma Kapoor, Rekha, Manoj Bajpayee","Khalid Mohamed, Javed Siddiqui",Shyam Benegal,"Zubeidaa, an aspiring Muslim actress, marries a Sikh prince to become his second wife. Her tumultuous relationship with her husband, and her inner demons lead her to a decision which has fatal consequences for them all.",6.6,"1,573"
Sangam,tt0058547,18 Jun 1964,"Drama, Musical, Romance","Raj Kapoor, Rajendra Kumar Tuli, Vyjayanthimala",Inder Raj Anand,Raj Kapoor,"Returning home from war after being assumed dead, a pilot weds the woman he has long loved, unaware that she had been planning to marry his best friend.",7.3,"1,746"
Namak Haraam,tt0070434,23 Nov 1973,Drama,"Rajesh Khanna, Amitabh Bachchan, Simi Garewal","Biresh Chatterjee, Gulzar, D.N. Mukherjee",Hrishikesh Mukherjee,"Somnath (Somu) lives in a shanty house in a Delhi slum with his widowed mom, and unmarried sister, Sarla. He is friendly with Calcutta-based wealthy Vikram (Vicky) Maharaj. When Vicky's dad, Damodar, has a heart attack and is advised",7.2,"1,673"
Ghost,tt0099653,13 Jul 1990,"Drama, Fantasy, Romance","Patrick Swayze, Demi Moore, Whoopi Goldberg",Bruce Joel Rubin,Jerry Zucker,"After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.",7.1,"213,049"
Ek Ruka Hua Faisla,tt0157571,23 Jul 1986,"Drama, Thriller","Deepak Qazir, Amitabh Srivastava, Pankaj Kapur, S.M. Zaheer","Ranjit Kapoor (dialogue), Ranjit Kapoor (screenplay)",Basu Chatterjee,One dissenting juror in a murder trial tries to influence the verdict with his personal prejudices and biases,8.3,"1,673"
1920: London,tt5638500,06 May 2016,"Horror, Mystery","Sharman Joshi, Meera Chopra, Vishal Karwal","Vikram Bhatt, Sukhmani Sadana, Girish Dhamija",Dharmendra Suresh Desai,"After her husband is possessed by an evil spirit, a woman turns to her former lover to perform an exorcism.",4.1,"1,710"
Neal 'n' Nikki,tt0470869,09 Dec 2005,"Comedy, Musical, Romance","Uday Chopra, Tanishaa Mukerji, Abhishek Bachchan","Arjun Sablok, Anvita Dutt",Arjun Sablok,Take a joyride with Neal and Nikki as they travel all across Canada to find what they want most. And it's going to be quite a trip.,3.2,"1,560"
Sahib Bibi Aur Ghulam,tt0056436,07 Dec 1962,"Drama, Musical","Meena Kumari, Guru Dutt, Rehman Khan","Abrar Alvi, François-Xavier Durandy, Bimal Mitra",Abrar Alvi,"A lowly servant, Bhognath gets close to the wife of his employer and narrates her story through his eyes and perspective.",8.3,"1,665"
Bala,tt9420648,07 Nov 2019,Comedy,"Ayushmann Khurrana, Bhumi Pednekar, Yami Gautam","Niren Bhatt, Ravi Shankar Muppa, Pavel",Amar Kaushik,It tells the story of a man who is balding prematurely and how he copes up with the situation.,7.3,"14,370"
Mohalla Assi,tt4949324,16 Nov 2018,"Comedy, Drama","Sunny Deol, Sakshi Tanwar, Ravi Kishan","Chandra Prakash Dwivedi, Kashinath Singh",Chandra Prakash Dwivedi,A Sanskrit priest decides to take matters in n his hand when the locals of holy town Banaras stars to lure foreign tourists with fake spiritual gurus.,6.6,"1,715"
Daddy,tt6926486,08 Sep 2017,"Action, Biography, Crime","Arjun Rampal, Aishwarya Rajesh, Nishikant Kamat","Ashim Ahluwalia, Sachin Dharekar, Arjun Rampal",Ashim Ahluwalia,"Spanning the 1970s and 1980s, this is the sensational true story of Arun Gawli, who grew up in Mumbai's impoverished Dagdi Chawl, to become a dreaded don, politician and rival of India's most powerful crime boss, Dawood Ibrahim.",6.4,"2,044"
Rajma Chawal,tt6747420,30 Nov 2018,"Comedy, Drama, Family","Amyra Dastur, Rishi Kapoor, Diksha Juneja","Vivek Anchalia, Manu Rishi Chadha, Leena Yadav",Leena Yadav,An internet-rookie father attempts to use social media to enhance his faltering relationship with his millennial son.,5.7,"1,847"
Dosti,tt0146645,06 Nov 1964,"Drama, Family, Musical","Sudhir Kumar, Sushil Kumar, Sanjay Khan","Ban Bhatt, Govind Moonis",Satyen Bose,"Mr. Gupta passes away after an accident while on duty, leaving behind his ailing wife and school-going son, Ramnath. Both await for some compensation, and when they are informed that the company does not accept liability for Gupta's ",8.5,"1,664"
Khubsoorat,tt0244585,25 Jan 1980,"Comedy, Drama, Family","Ashok Kumar, Rekha, Rakesh Roshan","Shanu Banerjee, Gulzar, D.N. Mukherjee",Hrishikesh Mukherjee,A strict matriarch's regimented household is upended by the arrival of a spunky relative who challenges the rules.,7.6,"1,724"
